station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C6138000,705,2.033,70.490997,1.474,NA
C6138000,779,0.235,67.653999,3.082,NA
C6138000,866,NA,50.494999,NA,NA
C6139000,411,0.654,116.436996,1.86,2.488
C6139000,443,1.11,128.093994,1.898,1.874
C6139000,456,1.765,140.759995,1.653,1.617
C6139000,490,2.639,129.061005,1.131,1.185
C6139000,509,3.485,130.666,0.93,0.992
C6139000,532,4.407,116.002998,0.736,0.817
C6139000,559,5.609,116.835999,0.612,0.668
C6139000,619,3.116,107.758003,0.785,0.834
C6139000,665,2.182,104.864998,0.995,1.031
C6139000,683,2.112,94.014999,1.058,1.111
C6139000,705,1.66,84.084,1.14,1.203
C6139000,779,0.17,80.070999,1.896,3.206
C6139000,866,0.033,60.063999,3.664,5.441
C6140000,411,0.826,81.262001,1.938,NA
C6140000,443,1.029,87.634003,1.499,NA
C6140000,456,1.577,95.865997,1.359,NA
C6140000,490,2.316,88.234001,1.033,NA
C6140000,509,3.214,96.135002,0.95,NA
C6140000,532,3.609,80.016998,0.788,NA
C6140000,559,4.124,80.986,0.67,NA
C6140000,619,2.246,75.210999,0.852,NA
C6140000,665,1.299,72.851997,0.973,NA
C6140000,683,1.344,66.335999,0.996,NA
C6140000,705,0.903,60.432999,1.23,NA
C6140000,779,NA,56.030998,NA,NA
C6140000,866,NA,41.383999,NA,NA
C6141000,411,1.67,281.368011,1.08,1.216
C6141000,443,2.555,311.621002,0.852,0.866
C6141000,456,3.755,342.177002,0.737,0.732
C6141000,490,5.282,319.125,0.496,0.517
C6141000,509,6.405,329.94101,0.393,0.439
C6141000,532,7.107,288.19101,0.318,0.368
C6141000,559,7.979,289.859009,0.277,0.311
C6141000,619,3.762,273.945007,0.517,0.514
C6141000,665,2.495,266.195007,0.68,0.708
C6141000,683,3.054,247.141006,0.708,0.773
C6141000,705,1.466,223.608002,0.868,0.989
C6141000,779,NA,203.925995,NA,3.129
C6141000,866,NA,152.399994,NA,5.467
C6142000,411,1.843,288.553986,1.051,NA
C6142000,443,2.678,325.467987,0.721,NA
C6142000,456,3.989,361.358002,0.634,NA
C6142000,490,5.74,338.550995,0.449,NA
C6142000,509,7.305,350.381012,0.383,NA
C6142000,532,7.972,303.31601,0.305,NA
C6142000,559,8.644,306.229004,0.248,NA
C6142000,619,4.01,293.872986,0.473,NA
C6142000,665,2.472,287.039001,0.588,NA
C6142000,683,2.843,265.09201,0.594,NA
C6142000,705,1.551,241.768005,0.816,NA
C6142000,779,0.241,219.276001,3.215,NA
C6142000,866,0.061,162.362,6.344,NA
C6143000,411,2.123,313.201996,1.197,1.253
C6143000,443,3.23,348.145996,0.992,0.901
C6143000,456,4.814,383.281006,0.876,0.779
C6143000,490,6.863,355.894012,0.625,0.568
C6143000,509,8.425,373.112,0.524,0.477
C6143000,532,9.297,324.768005,0.446,0.401
C6143000,559,10.53,327.515991,0.374,0.348
C6143000,619,4.85,312.222992,0.591,0.535
C6143000,665,3.087,303.946014,0.74,0.722
C6143000,683,3.893,279.096008,0.811,0.776
C6143000,705,1.842,254.296997,0.97,1.004
C6143000,779,0.248,230.893005,2.745,2.785
C6143000,866,NA,173.541,NA,NA
C6144000,411,2.292,331.68399,1.111,1.448
C6144000,443,3.227,369.313995,1.001,1.145
C6144000,456,4.706,405.562988,0.94,1.041
C6144000,490,6.696,376.707001,0.681,0.769
C6144000,509,9.118,390.348999,0.562,0.64
C6144000,532,9.966,343.638,0.375,0.53
C6144000,559,12.589,347.423004,0.277,0.419
C6144000,619,5.998,326.463013,0.407,0.607
C6144000,665,3.438,315.811005,0.516,0.865
C6144000,683,4.44,284.656006,0.474,0.918
C6144000,705,2.23,261.261993,0.431,1.029
C6144000,779,0.231,240.544006,1.663,3.545
C6144000,866,0.058,181.375,4.156,6.053
C6145000,411,2.036,328.770996,1.086,1.165
C6145000,443,3.056,377.109009,0.939,0.893
C6145000,456,4.43,420.490997,0.809,0.785
C6145000,490,6.431,395.191986,0.548,0.573
C6145000,509,8.153,404.296997,0.443,0.478
C6145000,532,9.125,352.214996,0.378,0.406
C6145000,559,10.839,352.68399,0.314,0.329
C6145000,619,5.875,342.384003,0.68,0.501
C6145000,665,3.546,335.207001,0.831,0.708
C6145000,683,4.493,310.632996,0.869,0.747
C6145000,705,2.16,285.688995,0.988,0.885
C6145000,779,0.168,257.084015,1.773,3.048
C6145000,866,0.025,188.653,2.973,4.823
C6146000,411,2.113,334.786987,1.155,1.256
C6146000,443,3.076,371.493988,0.938,0.922
C6146000,456,4.526,408.914001,0.82,0.793
C6146000,490,6.562,378.001007,0.565,0.568
C6146000,509,8.296,386.84201,0.46,0.481
C6146000,532,9.656,342.38501,0.418,0.394
C6146000,559,11.474,349.850006,0.39,0.338
C6146000,619,5.594,326.414001,0.602,0.528
C6146000,665,3.369,319.05899,0.742,0.722
C6146000,683,4.294,290.153015,0.833,0.78
C6146000,705,2.232,262.70401,1.012,0.999
C6146000,779,0.24,243.740005,2.287,NA
C6146000,866,0.04,183.966003,NA,NA
C6147000,411,1.903,299.550995,1.111,NA
C6147000,443,2.906,335.752014,0.964,NA
C6147000,456,4.299,372.438995,0.856,NA
C6147000,490,6.247,350.949005,0.588,NA
C6147000,509,7.874,354.096008,0.456,NA
C6147000,532,8.934,310.213013,0.371,NA
C6147000,559,10.372,315.365997,0.299,NA
C6147000,619,4.891,299.514008,0.43,NA
C6147000,665,3.04,297.76001,0.614,NA
C6147000,683,3.531,277.015991,0.573,NA
C6147000,705,1.777,247.445007,0.676,NA
C6147000,779,0.216,225.578003,2.396,NA
C6147000,866,0.045,166.378998,4.85,NA
C6148000,411,2.289,352.221008,1.77,1.948
C6148000,443,2.562,401.428009,1.676,1.638
C6148000,456,3.481,442.949005,1.508,1.503
C6148000,490,5.837,414.428009,1.126,1.14
C6148000,509,8.95,430.256989,0.984,0.945
C6148000,532,11.573,384.928009,0.85,0.762
C6148000,559,18.660999,387.859009,0.779,0.582
C6148000,619,13.453,369.247986,1.145,0.735
C6148000,665,6.622,356.545013,1.354,1.076
C6148000,683,9.812,320.032013,1.517,1.138
C6148000,705,9.776,293.996002,1.733,1.107
C6148000,779,NA,281.609985,NA,3.264
C6148000,866,NA,217.136002,NA,5.228
C6149000,411,1.76,265.643005,1.318,1.846
C6149000,443,2.399,296.109009,1.181,1.658
C6149000,456,3.551,325.540985,1.067,1.573
C6149000,490,5.304,300.975006,0.752,1.294
C6149000,509,6.939,308.910004,0.609,1.115
C6149000,532,8.159,272.324005,0.499,1.027
C6149000,559,10.45,275.174011,0.412,0.996
C6149000,619,5.616,258.914001,0.592,1.104
C6149000,665,3.436,251.205002,0.816,1.39
C6149000,683,4.4,226.360992,0.84,1.442
C6149000,705,2.54,206.220001,0.942,1.505
C6149000,779,0.331,193.699005,2.699,3.357
C6149000,866,0.068,146.783005,5.01,5.634
C6150000,411,1.496,227.772995,1.376,1.403
C6150000,443,1.921,253.350006,1.16,1.089
C6150000,456,2.832,268.300995,1.034,0.959
C6150000,490,4.307,246.639008,0.74,0.691
C6150000,509,5.642,244.016006,0.618,0.576
C6150000,532,6.627,232.570007,0.516,0.484
C6150000,559,8.499,223.606995,0.472,0.405
C6150000,619,4.881,217.781006,0.734,0.585
C6150000,665,2.858,209.307999,0.888,0.805
C6150000,683,3.875,186.352997,0.991,0.869
C6150000,705,2.42,167.962997,1.159,0.995
C6150000,779,0.287,161.330994,2.745,3.146
C6150000,866,0.056,122.917999,4.784,4.709
C6151000,411,1.755,261.020996,1.25,1.373
C6151000,443,2.32,292.411011,1.094,1.101
C6151000,456,3.36,322.641998,1.016,1.068
C6151000,490,5.268,300.622986,0.77,0.833
C6151000,509,7.161,304.01001,0.657,0.635
C6151000,532,8.395,264.967987,0.555,0.536
C6151000,559,11.035,265.927002,0.471,0.432
C6151000,619,6.69,254.108994,0.761,0.591
C6151000,665,3.753,251.031998,0.925,0.844
C6151000,683,5.218,234.490005,1.006,0.898
C6151000,705,3.215,210.904007,1.077,1.045
C6151000,779,NA,192.733994,NA,4.279
C6151000,866,NA,143.744003,NA,8.521
C6152000,411,2.04,281.459015,1.286,1.342
C6152000,443,2.855,316.97699,1.035,0.986
C6152000,456,4.22,349.313995,0.908,0.851
C6152000,490,6.326,323.364014,0.637,0.62
C6152000,509,8.033,321.928009,0.533,0.531
C6152000,532,9.217,293.31601,0.455,0.437
C6152000,559,11.078,292.997986,0.409,0.38
C6152000,619,5.741,277.666992,0.683,0.561
C6152000,665,3.51,268.98999,0.833,0.771
C6152000,683,4.336,242.667999,0.876,0.837
C6152000,705,2.301,221.569,1.06,1.057
C6152000,779,0.322,213.498001,3.16,3.337
C6152000,866,0.06,161.487,NA,5.405
C6153000,411,1.215,196.998993,1.185,1.182
C6153000,443,1.661,220.25,1.034,0.939
C6153000,456,2.574,240.718994,0.962,0.838
C6153000,490,4.056,218.263,0.702,0.623
C6153000,509,5.249,222.154007,0.575,0.533
C6153000,532,6.066,202.606995,0.494,0.452
C6153000,559,7.751,202.330994,0.427,0.378
C6153000,619,4.163,188.320007,0.702,0.537
C6153000,665,2.417,181.891006,0.865,0.755
C6153000,683,3.201,153.119995,0.913,0.805
C6153000,705,1.722,142.923996,1.037,0.958
C6153000,779,0.198,140.018997,2.638,2.902
C6153000,866,NA,108.134003,NA,NA
C6154000,411,0.951,173.761002,1.032,1.107
C6154000,443,1.501,190.464996,0.801,0.807
C6154000,456,2.245,207.804993,0.688,0.692
C6154000,490,3.277,190.266998,0.455,0.52
C6154000,509,4.121,195.781006,0.39,0.44
C6154000,532,4.511,172.740997,0.321,0.376
C6154000,559,4.942,174.182007,0.276,0.326
C6154000,619,2.315,159.658005,0.526,0.488
C6154000,665,1.462,159.322998,0.659,0.654
C6154000,683,1.714,140.483994,0.696,0.725
C6154000,705,0.873,128.380997,0.908,0.985
C6154000,779,0.108,120.378998,2.594,2.979
C6154000,866,NA,92.345001,NA,5.851
C6155000,411,0.739,111.468002,1.122,NA
C6155000,443,1.036,123.781998,0.829,NA
C6155000,456,1.527,135.720001,0.74,NA
C6155000,490,2.259,121.083,0.522,NA
C6155000,509,2.925,117.700996,0.443,NA
C6155000,532,3.269,110.663002,0.355,NA
C6155000,559,3.799,110.834,0.314,NA
C6155000,619,1.813,99.122002,0.538,NA
C6155000,665,1.139,99.620003,0.712,NA
C6155000,683,1.353,83.302002,0.75,NA
C6155000,705,0.735,75.753998,0.924,NA
C6155000,779,0.104,74.297997,4.023,NA
C6155000,866,0.016,57.928001,4.727,NA
C6156000,411,0.523,95.093002,1.03,NA
C6156000,443,0.805,104.781998,0.792,NA
C6156000,456,1.199,114.875999,0.692,NA
C6156000,490,1.774,104.775002,0.482,NA
C6156000,509,2.197,106.612999,0.386,NA
C6156000,532,2.452,92.896004,0.323,NA
C6156000,559,2.809,93.392998,0.272,NA
C6156000,619,1.261,85.512001,0.467,NA
C6156000,665,0.811,85.676003,0.628,NA
C6156000,683,0.99,75.693001,0.647,NA
C6156000,705,0.48,68.694,0.799,NA
C6156000,779,0.043,65.380997,1.476,NA
C6156000,866,0.009,49.345001,4.692,NA
C6157000,411,3.729,451.010986,1.617,1.816
C6157000,443,5.023,543.981995,1.516,1.453
C6157000,456,7.628,612.835022,1.409,1.283
C6157000,490,12.216,588.231995,1.062,0.965
C6157000,509,15.874,563.231018,0.887,0.817
C6157000,532,19.761,555.132019,0.731,0.597
C6157000,559,28.653999,575.421021,0.585,0.664
C6157000,619,16.323999,553.843018,0.758,0.655
C6157000,665,9.996,557.130005,1.027,0.966
C6157000,683,10.589,509.227997,0.972,1.042
C6157000,705,7.842,462.734985,1.07,1.14
C6157000,779,1.135,449.937988,3.049,3.185
C6157000,866,0.264,348.364014,5.593,NA
C6158000,411,3.132,393.002014,1.417,1.627
C6158000,443,5.191,491.708008,1.294,1.218
C6158000,456,7.81,558.473022,1.132,1.07
C6158000,490,11.718,534.698975,0.821,0.773
C6158000,509,15.061,500.507996,0.664,0.643
C6158000,532,17.746,468.36499,0.521,0.511
C6158000,559,21.746,499.544006,0.411,0.47
C6158000,619,12.305,476.60199,0.655,0.613
C6158000,665,7.568,493.449005,0.801,0.839
C6158000,683,7.77,452.923004,0.81,0.891
C6158000,705,5.017,407.257996,0.997,1.058
C6158000,779,NA,389.429993,NA,3.297
C6158000,866,NA,295.90799,NA,5.429
C6159000,411,3.342,391.384003,1.601,1.556
C6159000,443,5.346,435.286987,1.387,1.145
C6159000,456,8.073,486.390015,1.226,0.986
C6159000,490,11.487,454.891998,0.905,0.744
C6159000,509,14.904,467.222992,0.801,0.636
C6159000,532,16.67,416.580994,0.66,0.519
C6159000,559,19.066,435.390991,0.564,0.441
C6159000,619,9.94,406.825012,0.748,0.637
C6159000,665,6.254,410.992004,0.9,0.847
C6159000,683,6.069,362.894989,0.887,0.946
C6159000,705,4.105,337.272003,1.207,1.127
C6159000,779,NA,324.528992,NA,3.426
C6159000,866,NA,249.600006,NA,2.783
C6160000,411,5.232,467.529999,1.639,1.462
C6160000,443,8.678,552.515991,1.435,0.982
C6160000,456,12.655,609.879028,1.259,0.829
C6160000,490,15.818,571.726013,0.86,0.604
C6160000,509,17.985001,551.22998,0.669,0.481
C6160000,532,19.568001,544.85498,0.514,0.465
C6160000,559,22.198,564.575012,0.428,0.381
C6160000,619,10.611,544.780029,0.594,0.583
C6160000,665,7.43,536.041992,0.785,0.754
C6160000,683,8.244,480.351013,0.953,0.841
C6160000,705,4.975,402.408997,1.27,0.876
C6160000,779,NA,428.378998,NA,3.629
C6160000,866,NA,339.85199,NA,NA
C6161000,411,3.779,530.46698,1.394,1.386
C6161000,443,6.249,609.132996,1.196,0.996
C6161000,456,8.231,673.138,0.858,0.858
C6161000,490,14.712,648.301025,0.728,0.598
C6161000,509,17.995001,699.031982,0.585,0.534
C6161000,532,21.158001,623.252991,0.499,0.448
C6161000,559,24.73,623.205017,0.417,0.393
C6161000,619,11.131,625.849976,0.578,0.56
C6161000,665,7.206,606.544006,0.731,0.708
C6161000,683,6.727,552.903992,0.658,0.805
C6161000,705,3.39,529.674011,0.834,1.032
C6161000,779,1.001,490.476013,4.434,2.402
C6161000,866,NA,374.838013,NA,NA
C6162000,411,4.307,564.890991,1.15,1.363
C6162000,443,6.92,670.505005,0.937,0.978
C6162000,456,10.52,725.148987,0.814,0.849
C6162000,490,15.671,739.554016,0.557,0.613
C6162000,509,19.511999,734.468994,0.442,0.443
C6162000,532,22.743,680.166992,0.363,0.407
C6162000,559,26.603001,672.507996,0.307,0.408
C6162000,619,12.613,691.091003,0.525,0.495
C6162000,665,8.113,690.038025,0.688,0.797
C6162000,683,7.68,624.512024,0.625,0.838
C6162000,705,4.551,559.482971,0.887,0.94
C6162000,779,0.876,554.799011,3.282,3.102
C6162000,866,0.235,433.75,5.756,6.409
C6163000,411,2.512,390.136993,0.934,1.201
C6163000,443,3.942,429.72699,0.691,0.854
C6163000,456,6.002,464.949005,0.625,0.701
C6163000,490,9.277,440.613007,0.444,0.458
C6163000,509,11.638,456.049011,0.379,0.44
C6163000,532,12.605,406.985992,0.312,0.37
C6163000,559,14.128,409.743988,0.279,0.313
C6163000,619,6.182,397.692993,0.499,0.548
C6163000,665,3.588,384.705994,0.605,0.725
C6163000,683,4.123,340.306,0.554,0.793
C6163000,705,2.137,323.407013,0.806,1.069
C6163000,779,0.245,308.113007,1.991,2.954
C6163000,866,0.036,237.748001,3.122,4.318
C6164000,411,4.068,553.937988,1.255,1.26
C6164000,443,6.505,643.468018,1.027,0.917
C6164000,456,9.843,716.08197,0.908,0.758
C6164000,490,14.9,686.156006,0.655,0.518
C6164000,509,18.055,711.687012,0.537,0.544
C6164000,532,20.714001,644.039001,0.448,0.444
C6164000,559,24.284,649.893982,0.387,0.348
C6164000,619,11.855,637.83197,0.612,0.562
C6164000,665,7.665,627.135986,0.785,0.619
C6164000,683,7.991,579.357971,0.738,0.704
C6164000,705,4.665,528.289001,1.022,1.068
C6164000,779,0.88,499.972992,3.263,2.876
C6164000,866,0.193,381.200012,5.283,5.472
C6165000,411,3.83,636.43103,1.22,1.386
C6165000,443,5.642,733.281006,0.902,1.038
C6165000,456,8.729,813.10498,0.794,0.857
C6165000,490,14.296,781.304993,0.54,0.63
C6165000,509,18.577999,817.30603,0.417,0.522
C6165000,532,21.625999,747.427002,0.305,0.443
C6165000,559,26.549,754.651001,0.233,0.36
C6165000,619,13.608,741.565979,0.428,0.585
C6165000,665,8.063,728.158997,0.633,0.736
C6165000,683,8.993,657.432983,0.601,0.712
C6165000,705,5.304,599.812012,0.821,0.874
C6165000,779,0.973,571.146973,4.206,3.732
C6165000,866,0.133,447.786987,5.404,7.99
C6166000,411,4.26,629.549988,1.212,1.462
C6166000,443,7.053,727.187988,1.009,1.025
C6166000,456,10.668,805.508972,0.875,0.879
C6166000,490,16.045,769.867004,0.59,0.637
C6166000,509,19.983999,754.366028,0.494,0.553
C6166000,532,22.875999,725.776978,0.404,0.489
C6166000,559,26.74,748.465027,0.33,0.386
C6166000,619,13.669,700.219971,0.575,0.624
C6166000,665,8.489,696,0.713,0.829
C6166000,683,8.88,596.343994,0.669,0.887
C6166000,705,5.13,550.796997,0.938,1.089
C6166000,779,1.104,559.171021,4.091,3.367
C6166000,866,0.28,441.428986,6.623,6.535
C6167000,411,3.924,557.47998,1.225,1.556
C6167000,443,5.653,676.804993,1.07,1.193
C6167000,456,8.55,754.817993,0.959,1.059
C6167000,490,13.455,720.70697,0.666,0.787
C6167000,509,17.198999,690.116028,0.521,0.622
C6167000,532,20.973,664.244019,0.417,0.53
C6167000,559,28.023001,699.546997,0.323,0.399
C6167000,619,14.59,663.911987,0.554,0.62
C6167000,665,8.61,673.536011,0.729,0.914
C6167000,683,9.148,598.067993,0.667,0.981
C6167000,705,5.595,526.249023,0.851,1.028
C6167000,779,0.705,533.130981,2.752,3.704
C6167000,866,0.133,416.459991,4.505,8.296
C6168000,411,3.056,370.598999,1.173,1.33
C6168000,443,4.793,424.360992,0.868,0.915
C6168000,456,7.447,484.674988,0.806,0.781
C6168000,490,11.025,457.786987,0.56,0.579
C6168000,509,13.476,436.140015,0.463,0.498
C6168000,532,15.493,408.221985,0.381,0.43
C6168000,559,18.347,399.63501,0.309,0.376
C6168000,619,8.222,407.511993,0.492,0.567
C6168000,665,5.113,386.303986,0.648,0.732
C6168000,683,5.14,348.714996,0.635,0.779
C6168000,705,2.769,320.040009,0.815,1.027
C6168000,779,0.61,313.204987,4.123,2.55
C6168000,866,0.081,239.554001,4.396,4.674
C6169000,411,4.782,620.942017,0.84,0.9
C6169000,443,8.151,707.02002,0.738,0.628
C6169000,456,9.263,782.715027,0.478,0.538
C6169000,490,14.666,761.062012,0.379,0.407
C6169000,509,19.51,824.187012,0.365,0.419
C6169000,532,20.49,739.346008,0.286,0.344
C6169000,559,22.719999,754.432983,0.198,0.228
C6169000,619,10.003,755.843018,0.416,0.542
C6169000,665,5.984,745.294006,0.551,0.717
C6169000,683,6.64,701.281006,0.493,0.902
C6169000,705,4.025,659.788025,0.789,1.138
C6169000,779,1.211,606.721985,3.66,NA
C6169000,866,0.262,463.487,4.479,NA
C6170000,411,4.048,491.733002,0.765,0.87
C6170000,443,6.383,567.083984,0.595,0.602
C6170000,456,9.309,630.481018,0.511,0.578
C6170000,490,13.696,606.870972,0.353,0.405
C6170000,509,16.922001,629.924011,0.292,0.358
C6170000,532,18.513,570.525024,0.25,0.28
C6170000,559,21.226,588.112976,0.221,0.255
C6170000,619,8.983,571.369019,0.487,0.393
C6170000,665,5.145,570.169983,0.615,0.676
C6170000,683,5.394,513.789001,0.524,0.632
C6170000,705,3.163,478.893005,0.81,0.879
C6170000,779,0.325,456.437988,2.18,3.218
C6170000,866,0.049,354.257996,3.654,6.193
C6171000,411,3.796,504.454987,0.942,1.098
C6171000,443,6.037,579.474976,0.7,0.798
C6171000,456,9.032,635.583008,0.612,0.598
C6171000,490,13.914,606.299011,0.432,0.339
C6171000,509,16.68,637.281982,0.362,0.401
C6171000,532,18.184999,583.838013,0.311,0.41
C6171000,559,20.6,609.133972,0.277,0.618
C6171000,619,8.839,585.059021,0.507,0.473
C6171000,665,5.572,567.567017,0.672,0.642
C6171000,683,5.942,504.681,0.621,0.424
C6171000,705,3.236,479.69101,0.893,0.544
C6171000,779,0.641,453.480011,3.627,3.493
C6171000,866,0.081,353.666992,4.4,5.939
C6172000,411,3.428,474.277008,1,1.126
C6172000,443,5.547,556.765991,0.79,0.83
C6172000,456,8.694,626.903015,0.717,0.718
C6172000,490,14.148,599.158997,0.53,0.542
C6172000,509,17.356001,628.437012,0.449,0.425
C6172000,532,19.73,571.669006,0.376,0.343
C6172000,559,23.162001,580.10498,0.315,0.324
C6172000,619,10.414,568.258972,0.557,0.523
C6172000,665,6.425,559.64502,0.696,0.837
C6172000,683,6.797,516.893982,0.63,0.853
C6172000,705,3.641,482.010986,0.894,1.078
C6172000,779,0.373,464.535004,2.652,3.266
C6172000,866,0.022,356.990997,2.396,4.93
C6173000,411,3.591,460.993988,1.082,1.185
C6173000,443,5.667,523.150024,0.872,0.91
C6173000,456,8.573,590.554016,0.774,0.814
C6173000,490,13.005,571.901978,0.503,0.476
C6173000,509,16.037001,611.56897,0.414,0.419
C6173000,532,18.438,544.330994,0.337,0.392
C6173000,559,23.091,556.357971,0.295,0.442
C6173000,619,10.127,550.682007,0.479,0.488
C6173000,665,6.474,554.142029,0.655,0.809
C6173000,683,6.977,529.312988,0.593,0.775
C6173000,705,3.968,484.901001,0.892,1.074
C6173000,779,0.92,448.859985,3.925,3.346
C6173000,866,0.355,340.726013,8.319,5.859
C6174000,411,3.589,382.610992,1.15,1.148
C6174000,443,5.271,443.911987,0.869,0.86
C6174000,456,8.239,492.669006,0.803,0.78
C6174000,490,12.898,475.14801,0.592,0.594
C6174000,509,15.564,515.142029,0.47,0.533
C6174000,532,17.163,461.333008,0.374,0.461
C6174000,559,19.624001,448.548004,0.298,0.402
C6174000,619,9.658,479.075989,0.555,0.522
C6174000,665,6.279,458.053986,0.736,0.79
C6174000,683,7.373,421.462006,0.751,0.694
C6174000,705,3.602,399.811005,0.909,0.884
C6174000,779,NA,371.433014,NA,NA
C6174000,866,NA,289.493011,NA,NA
C6175000,411,3.248,405.475006,1.258,1.068
C6175000,443,5.207,474.266998,1.088,0.739
C6175000,456,7.886,533.294983,0.978,0.648
C6175000,490,12.428,514.630005,0.737,0.467
C6175000,509,15.844,539.463013,0.638,0.476
C6175000,532,17.813,481.210999,0.54,0.278
C6175000,559,20.643,505.463989,0.465,0.29
C6175000,619,10.171,485.681,0.701,0.415
C6175000,665,6.387,491.057007,0.868,0.634
C6175000,683,7.19,437.510986,0.842,0.646
C6175000,705,4.219,401.365997,1.177,0.847
C6175000,779,0.525,397.644012,2.962,2.652
C6175000,866,0.101,309.354004,5.057,7.161
C6176000,411,2.357,373.656006,0.809,1.018
C6176000,443,3.63,495.510986,0.584,0.767
C6176000,456,5.51,562.572998,0.51,0.645
C6176000,490,9.113,551.580994,0.357,0.452
C6176000,509,11.94,516.64801,0.319,0.405
C6176000,532,13.617,509.042999,0.271,0.348
C6176000,559,16.223,529.945007,0.23,0.265
C6176000,619,7.035,533.685974,0.466,0.516
C6176000,665,3.905,564.942017,0.562,0.648
C6176000,683,4.445,520.715027,0.534,0.719
C6176000,705,2.312,460.880005,0.74,1.005
C6176000,779,0.277,444.151001,2.623,NA
C6176000,866,0.046,342.467987,4.463,NA
C6177000,411,1.861,288.449005,1.372,1.498
C6177000,443,3.055,337.542999,1.197,1.148
C6177000,456,4.779,383.931,1.05,0.983
C6177000,490,7.439,382.359009,0.711,0.733
C6177000,509,10.016,396.239014,0.591,0.64
C6177000,532,11.986,347.009003,0.49,0.53
C6177000,559,14.439,359.466003,0.422,0.474
C6177000,619,7.826,370.166992,0.617,0.658
