station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C3027000,532,67.075996,1036.668945,0.327,0.286
C3027000,559,75.235001,945.669006,0.332,0.251
C3027000,619,27.294001,968.481995,0.801,0.445
C3027000,665,14.75,931.278992,1.011,0.746
C3027000,683,16.591999,913.961975,0.99,0.799
C3027000,705,10.886,762.109009,1.326,0.95
C3027000,779,NA,735.263,NA,2.979
C3027000,866,NA,660.781006,NA,5.301
C3028000,411,32.012001,941.427002,0.23,NA
C3028000,443,35.854,1089.192017,0.199,NA
C3028000,456,42.519001,1176.405029,0.179,NA
C3028000,490,49.247002,1112.839966,0.133,NA
C3028000,509,NA,1187.272949,NA,NA
C3028000,532,70.056999,1127.624023,0.122,NA
C3028000,559,60.806999,1129.675049,0.106,NA
C3028000,619,12.566,1035.240967,0.349,NA
C3028000,665,6.367,932.47699,0.461,NA
C3028000,683,7.309,881.788025,0.479,NA
C3028000,705,3.839,820.387024,0.79,NA
C3028000,779,0.709,764.737976,2.998,NA
C3028000,866,0.109,645.833984,3.996,NA
C3029000,411,21.296,816.669006,0.875,0.997
C3029000,443,26.153,959.239014,0.813,0.881
C3029000,456,32.734001,1045.384033,0.729,0.815
C3029000,490,41.429001,930.89801,0.522,0.618
C3029000,509,NA,1033.78894,NA,0.481
C3029000,532,78.431999,1022.120972,0.35,0.369
C3029000,559,87.684998,993.031982,0.23,0.312
C3029000,619,32.027,946.260986,0.367,0.542
C3029000,665,16.237,776.125977,0.56,0.859
C3029000,683,16.591999,762.241028,0.442,0.773
C3029000,705,8.437,756.028992,0.487,0.91
C3029000,779,1.053,690.801025,2.504,3.145
C3029000,866,0.259,587.434021,4.363,5.162
C3030000,411,26.51,743.755981,0.327,0.33
C3030000,443,30.27,891.638977,0.276,0.304
C3030000,456,36.474998,860.309021,0.246,0.285
C3030000,490,44.368999,836.994019,0.173,0.189
C3030000,509,NA,969.664001,NA,0.26
C3030000,532,67.988998,962.551025,0.11,0.238
C3030000,559,64.301003,795.078003,0.092,0.132
C3030000,619,14.799,898.031006,0.328,0.487
C3030000,665,7.574,679.828003,0.487,0.47
C3030000,683,8.392,673.393982,0.458,0.487
C3030000,705,4.118,709.130005,0.744,0.84
C3030000,779,0.6,675.549011,NA,2.48
C3030000,866,0.1,567.260986,4.083,4.368
C3031000,411,26.445999,734.119995,0.367,0.469
C3031000,443,30.018999,855.484985,0.303,0.449
C3031000,456,36.733002,940.25,0.264,0.45
C3031000,490,46.191002,883.47699,0.176,0.35
C3031000,509,NA,899.710999,NA,0.219
C3031000,532,78.684998,897.703979,0.095,0.081
C3031000,559,80.310997,886.703003,0.073,0.215
C3031000,619,18.521999,821.557007,0.323,0.207
C3031000,665,9.869,753.570007,0.509,0.769
C3031000,683,10.483,658.289001,0.501,0.691
C3031000,705,4.901,649.283997,0.726,0.658
C3031000,779,0.98,621.539001,3.153,3.531
C3031000,866,0.231,525.489014,4.632,5.022
C3032000,411,43.977001,952.676025,1.364,NA
C3032000,443,66.496002,1112.310059,1.246,NA
C3032000,456,101.157997,1234.642944,1.32,NA
C3032000,490,113.420998,1158.250977,0.863,NA
C3032000,509,NA,1199.057983,NA,NA
C3032000,532,165.531006,1157.884033,0.594,NA
C3032000,559,179.270996,1131.552979,0.479,NA
C3032000,619,96.748001,1066.734985,0.555,NA
C3032000,665,60.105,968.06897,0.761,NA
C3032000,683,59.665001,936.213989,0.762,NA
C3032000,705,40.991001,862.807983,0.954,NA
C3032000,779,4.664,777.20697,2.293,NA
C3032000,866,1.181,645.335022,4.149,NA
